Year,Country,Production,Yield,Pesticides,Fertilizer (N),Fertilizer (K2O),Fertilizer (P2O5),Fertilizer (Total),Agricultural Value Added,Mean Temperature,Precipitation,Agricultural Employment,FPI,Population,Agricultural Machinery,Export Value,Export Avg Price,Import Value,Import Avg Price,Urbanization
1991,Greece,1375209,348.68382352941177,0.61,408.4,67.5,176.2,227.450296477154,5.334565,12.8,660.79,22.2,108.45,10391.547,780.320892919428,,,,,2.5255071847191437
1992,Greece,1192191,302.4330289193303,0.64,393.0,57.0,178.0,219.27374301676,5.14576,13.08,505.44,21.9,106.22,10478.388,796.267458100559,,,,,2.540670007205726
1993,Greece,1253260,319.7091836734694,0.75,328.0,55.0,126.0,179.28848185981,5.155889,13.29,546.33,21.3,99.44,10563.441,814.290243043325,,,,,2.555882043226684
1994,Greece,1308553,333.81454081632654,0.51,346.0,55.0,126.0,185.825105782793,5.350747,14.25,735.63,20.8,104.68,10647.416,828.081805359662,,,,,2.57120540011551
1995,Greece,1330253,340.7410348360656,0.53,315.0,54.0,136.0,179.014533853244,5.029853,13.44,682.7,20.4,104.96,10727.927,837.281105990783,,,,,2.586621426301464
1996,Greece,1329080,340.87714798666326,0.59,340.0,75.0,145.0,199.288256227758,4.801874,13.1,755.53,20.3,104.83,10803.806,854.537366548043,,,,,2.6021506479851664
1997,Greece,1305866,336.1302445302445,0.77,307.0,65.0,132.0,180.709931875224,4.645004,13.16,610.98,19.8,99.2,10875.273,869.293653639297,,,,,2.6177305423333426
1998,Greece,1373237,353.7447192168985,0.87,292.0,60.0,120.0,169.540229885057,4.537909,13.94,652.46,17.9,102.31,10939.475,871.688218390805,,,,,2.633425466868656
1999,Greece,1370749,354.1987080103359,0.76,291.0,59.0,119.0,169.804489500362,4.53987,14.47,670.17,17.4,106.61,10993.862,904.485879797248,,,,,2.64921458216179
2000,Greece,1343858,348.69174883238196,0.83,285.0,58.0,113.0,166.362641371762,4.229199,14.17,427.2,17.4,108.2,11038.109,925.884713608172,,,,,2.6651200871566907
2001,Greece,1200328,311.6116303219107,0.85,262.0,58.0,112.0,158.455882352941,4.038724,14.37,587.26,15.9,105.58,11072.182,935.761029411765,,,,,2.691790679220421
2002,Greece,1129316,293.63390535621426,1.01,255.0,58.0,106.0,154.110894368789,3.797569,14.08,820.54,15.2,106.71,11096.617,945.373573794626,,,,,2.7457340043739413
2003,Greece,1171263,304.69901144641,1.04,259.0,57.0,110.0,152.658997050147,3.584281,13.91,727.34,15.0,100.86,11110.487,950.357669616519,,,,,2.800758423158612
2004,Greece,1279796,340.28077638925816,1.09,228.0,56.0,88.0,156.654089007227,3.467679,13.88,640.14,12.4,102.13,11115.091,983.172308862685,,,,,2.85696236147006
2005,Greece,1098976,291.1194701986755,1.11,227.0,55.0,88.0,138.723834785904,3.570483,13.53,723.47,12.2,106.7,11113.448,984.334975369458,,,,,2.9141364585826306
2006,Greece,1010934,271.6104245029554,0.64,207.0,52.0,81.0,133.323684210526,2.915099,13.58,715.62,11.7,101.82,11106.093,1004.69427244582,,,,,2.972534685496328
2007,Greece,941473,254.38340988921914,0.65,217.0,47.0,91.0,139.708881963381,2.460704,14.32,670.27,11.3,97.77,11091.493,,2517449.0,0.632835408933077,26123288.0,1.3464278435919903,3.032103001129112
2008,Greece,900547,243.78641039523552,0.45,150.0,37.0,64.0,118.221126760563,2.497778,14.34,578.78,11.1,100.84,11073.623,,3381656.0,0.6913082550847603,25905394.0,1.4302158580010762,3.0929504812949604
2009,Greece,988468,268.1682040151926,0.3,181.0,47.0,73.0,108.759395367099,2.739569,14.27,893.11,11.7,102.53,11055.496,,2633499.0,0.6410405332018229,20032413.0,1.275969296602668,3.154846982861906
2010,Greece,951004,256.75053995680344,0.49,197.0,42.0,75.0,126.187888585898,3.03393,14.76,713.33,12.4,103.01,11033.783,,5961987.0,0.6589314809235494,22309047.0,1.287306848840004,3.218069218905757
2011,Greece,834269,225.4781081081081,0.72,178.0,42.0,44.0,110.031939655172,3.471923,13.65,635.48,12.3,101.08,11004.725,,9703821.0,0.6027648558747986,16510325.0,1.0500471494325054,3.282558856665111
2012,Greece,812996,221.1632208922742,0.69,182.0,47.0,58.0,109.23031496063,3.960726,14.48,721.7,13.0,103.29,10963.635,,10273900.0,0.6130789987488269,15945332.0,1.0041481886570331,3.348552413434117
2013,Greece,786954,216.55310952118876,0.76,186.0,47.2,55.1,117.232270916335,3.777742,14.55,648.13,13.7,93.64,10914.505,,15396325.0,0.7697721805426639,6244675.0,0.7575745628039554,3.415895241405108
2014,Greece,591521,177.74068509615384,0.86,186.1,48.5,55.1,123.0625,3.952813,14.46,917.09,13.6,97.2,10862.969,,22426030.0,0.5739406616887673,8592057.0,0.9336918039855726,3.484704655208793
2015,Greece,596813,181.84430225472272,0.77,181.8,45.9,52.1,118.272685398434,3.864703,14.17,739.26,12.9,103.65,10806.641,,14845462.0,0.4159250198360222,8786423.0,0.7114231437656553,3.5550022880990837
2016,Greece,578497,177.780270436386,0.83,188.5,46.0,52.6,125.655140186916,3.594791,14.63,680.16,12.4,99.15,10749.742,,15357864.0,0.3729582431689851,14434281.0,0.792356298464937,3.6268172737243143
2017,Greece,506046,156.8855116720116,0.76,184.0,44.0,50.4,129.951298421,4.019189,14.31,698.81,12.1,99.76,10692.228,,14237762.0,0.3874546097963704,14491070.0,0.8345699779601102,3.700173775192349
2018,Greece,538703,166.9672287338493,1.01,179.5,44.1,52.2,134.771790169751,3.873376,15.0,741.91,12.3,98.37,10633.271,,15042597.0,0.3991187101797578,26610913.0,0.908820122834386,3.7750958905283736
2019,Greece,521129,161.83325791782838,1.01,184.7,53.9,56.9,141.269006718043,4.037056,14.95,836.77,11.6,100.63,10574.024,,12121747.0,0.34178764590918,16721726.0,0.9364830938566104,3.851608741842464
2020,Greece,585301,181.76145962432116,0.93,190.0,57.0,60.9,149.965078597313,4.227762,14.8,660.81,10.6,100.36,10512.232,,12398435.0,0.3410926295352029,12313329.0,0.909499364741307,3.9297373236306608
2021,Greece,586088,,,,,,,3.799846,14.89,719.79,11.4,94.99,10445.365,,14591189.0,0.3758366610455459,22699282.0,1.1539969133927408,4.009502628386575
1961,Hungary,102367,18.201813655761026,,92.4,55.4,93.9,41.4360800924143,,11.13,472.84,,71.61,10025.847,85.0346553715826,,,,,1.2901653421470756
1962,Hungary,95361,16.962113127001068,,135.4,55.7,83.4,52.8555469953775,,9.77,561.89,,73.07,10057.458,95.1540832049307,,,,,1.312588337334512
1963,Hungary,123297,21.91946666666667,,134.4,65.3,100.0,57.6737247353224,,9.79,628.43,,78.1,10083.327,105.665062560154,,,,,1.3354003406051749
1964,Hungary,115094,20.413976587442356,,169.1,61.8,111.2,65.6391713025129,,9.76,658.42,,78.22,10114.174,115.041243046231,,,,,1.3586416579127023
1965,Hungary,100671,17.821030270844396,,180.0,52.8,124.7,68.3570472365653,,9.52,791.75,,74.83,10140.853,121.449607955632,,,,,1.3822217589442258
1966,Hungary,136371,24.170684154555122,,185.3,83.6,118.3,74.1071770334928,,10.97,734.81,,81.74,10170.085,127.837320574163,,,,,1.4062443134300635
1967,Hungary,166818,29.651261997867046,,236.6,119.0,158.0,98.4860977948226,,10.79,532.66,,84.7,10206.826,128.199424736338,,,,,1.4306845806306254
1968,Hungary,149846,26.696240869410296,,304.6,148.2,176.2,120.796619934703,,10.63,532.98,,86.18,10244.338,127.620510850778,,,,,1.4555839907446162
1969,Hungary,138124,24.64739471805853,,347.9,168.7,181.9,134.342307692308,,9.99,642.06,,94.28,10281.121,128.088461538462,,,,,1.4808470596372814
1970,Hungary,101139,18.079907043260636,,391.0,229.0,217.0,161.209897939534,6.369205,10.08,672.21,,85.43,10315.366,130.841517427306,,,,,1.5070394808281615
1971,Hungary,132081,23.678917174614558,,393.5,309.2,251.0,183.954282407407,6.393195,10.46,456.63,,94.83,10345.364,129.315200617284,,,,,1.5341675243103292
1972,Hungary,126793,22.784007187780773,,421.8,328.6,266.2,196.376279698667,6.188323,10.54,632.62,,99.2,10376.617,125.294572146031,,,,,1.5618220085574035
1973,Hungary,165034,29.70909090909091,,492.7,387.3,322.2,232.262944358578,6.107279,10.29,494.7,,103.55,10410.508,122.733771251932,,,,,1.5898970810436923
1974,Hungary,148144,26.92058876976195,,551.3,423.2,361.1,260.526028465588,5.940035,10.85,718.46,,106.93,10457.947,121.585104308832,,,,,1.6185162804634436
1975,Hungary,108102,19.672793448589626,,535.8,553.1,429.4,296.07488299532,5.721898,10.98,612.29,,108.52,10520.237,121.173946957878,,,,,1.6476511155839708
1976,Hungary,136415,24.93419850118808,,522.4,494.7,370.9,271.7204385278,5.303397,10.09,608.24,,104.36,10578.508,119.426389976507,,,,,1.6773515662766476
1977,Hungary,175690,32.40317226115825,,582.1,523.9,404.9,297.946164464603,5.664005,10.74,571.11,,116.09,10627.916,117.868270558075,,,,,1.707503094504369
1978,Hungary,128888,23.921306607275426,,570.1,559.7,409.6,305.069758224336,5.426245,9.62,566.25,,117.67,10664.862,114.896948077685,,,,,1.7382391974941152
1979,Hungary,181743,33.945274561075834,,570.1,501.4,430.3,298.165971808616,5.243167,10.72,630.0,,116.04,10692.715,113.275759380584,,,,,1.7695293162562715
1980,Hungary,148688,27.880742546409152,,536.8,472.2,390.1,278.322060871295,5.491444,9.35,671.01,,124.51,10698.679,110.308334991048,,,,,1.7925549980421829
1981,Hungary,132523,24.9243934549558,,562.9,523.5,398.9,295.251441065395,5.516457,10.64,589.32,,120.94,10680.62,109.147286821705,,,,,1.8067767686776528
1982,Hungary,131727,24.858841290809586,,646.5,489.9,391.9,304.496114763897,5.990578,10.73,550.89,,133.86,10655.624,110.251046025105,,,,,1.821131308951135
1983,Hungary,111864,21.138321995464853,,625.4,550.6,410.4,316.01015936255,5.952202,11.22,468.86,,129.43,10620.934,110.778884462151,,,,,1.8355998409679688
1984,Hungary,110313,20.85706182643222,,625.9,467.0,431.0,303.13526954446,6.065996,10.21,607.18,,134.75,10580.906,110.232743186791,,,,,1.8502039420382608
1985,Hungary,129398,24.447005478934443,,558.4,443.7,335.9,265.68149324861,5.834716,9.62,604.78,,127.77,10542.754,109.843129467832,,,,,1.8648829273662195
1986,Hungary,133170,25.178672716959728,,593.4,434.9,355.0,274.310529446758,5.947328,10.32,488.64,,129.42,10505.772,106.974023398771,,,,,1.8796992131308197
1987,Hungary,189662,35.859708829646436,,613.8,426.4,332.4,271.900158478605,5.544351,10.0,635.16,,129.09,10469.192,105.996434231379,,,,,1.8946327506417215
1988,Hungary,152322,28.810667675430302,,646.3,449.1,322.1,280.700396039604,5.984079,10.7,570.34,,134.43,10434.265,104.485148514851,,,,,1.909706105670792
1989,Hungary,144114,27.258180442595044,,572.8,317.0,316.0,238.67775138559,5.868677,11.07,571.7,,132.23,10397.173,99.7387173396675,,,,,1.924857217409691
1990,Hungary,181863,34.391641452344935,1.06,358.6,194.3,125.8,134.535813217254,5.79793,11.33,523.73,,126.97,10375.989,97.7443609022556,,,,,1.9272234163183104
1991,Hungary,161661,30.577075846415738,0.69,264.5,37.4,24.2,64.5033623417721,6.039566,10.14,635.99,15.6,123.32,10374.747,181.789952531646,,,,,1.9165246194132648
1992,Hungary,86503,17.398028962188253,0.62,148.0,20.0,21.0,39.8566005904682,5.200048,11.35,518.64,11.6,97.68,10370.06,194.0109658372,,,,,1.905871158834425
1993,Hungary,69775,14.030766137140558,1.23,225.3,42.9,24.4,61.625947767481,4.816107,10.64,540.94,9.6,87.62,10357.421,193.976411120472,,,,,1.8953048645007848
1994,Hungary,77185,15.517691998391637,1.1,243.0,42.0,28.6,66.0608549168246,4.657363,12.02,563.96,9.1,91.78,10342.434,194.040850705412,,,,,1.8847837941561951
1995,Hungary,79637,15.829258596700457,0.9,246.5,65.4,56.0,76.6011235955056,4.712739,10.86,687.53,8.3,90.18,10327.169,191.843528922181,,,,,1.8743202542771804
1996,Hungary,90891,18.04825258141382,0.76,318.4,61.7,74.7,94.5597588858865,4.925291,9.93,644.48,8.2,96.01,10308.267,191.675327374766,,,,,1.8639009515489413
1997,Hungary,75822,15.023182088369328,0.48,285.8,67.8,73.5,88.607468879668,4.576124,10.48,517.89,7.8,98.37,10286.22,191.390041493776,,,,,1.853567907242217
1998,Hungary,113770,22.55104063429138,0.56,282.0,51.0,37.6,76.9039219755136,4.605237,10.97,693.43,7.3,98.55,10260.967,191.471259597427,,,,,1.8432781206749869
1999,Hungary,104047,20.648342925183567,0.51,320.6,63.4,48.6,89.8442367601246,4.589968,11.17,733.11,7.0,94.76,10230.256,191.692627206646,,,,,1.8330448222651128
2000,Hungary,70212,14.618363522798251,0.48,320.0,52.0,45.0,90.6179921773142,3.948285,12.15,450.46,6.5,90.98,10202.055,246.210343328987,,,,,1.8228553200656203
2001,Hungary,81389,16.941923397169028,0.56,336.0,54.6,45.3,98.5130264871906,4.287613,11.08,591.67,6.2,103.42,10177.955,249.109856708641,,,,,1.8304203119347109
2002,Hungary,85308,17.82448809026327,0.94,330.0,70.0,68.0,94.8762483716891,3.446165,11.89,597.67,6.1,92.41,10148.401,252.225358228398,,,,,1.86373755125952
2003,Hungary,97032,20.202373516552154,1.09,333.0,72.0,67.0,95.4970633021536,3.395475,11.12,471.55,5.4,84.42,10118.062,255.840765716772,,,,,1.897661147029656
2004,Hungary,92917,19.341590341382183,0.97,354.4,75.0,68.7,98.5210961287516,4.854079,10.82,682.67,5.3,108.48,10094.493,258.903871248369,,,,,1.932250057035648
2005,Hungary,65024,13.529754473574698,1.05,325.7,75.0,66.2,85.1988698109107,4.386148,10.47,707.8,4.9,96.78,10073.525,261.849597913497,,,,,1.973052756431664
2006,Hungary,70594,14.72549019607843,1.29,341.0,86.0,61.5,99.1951272569067,3.95109,11.13,590.16,4.8,94.22,10057.063,,,,,,2.020681486661524
2007,Hungary,78547,16.39812108559499,1.43,318.5,83.0,69.5,110.409407665505,3.150906,12.19,638.91,4.6,82.5,10041.172,,2101000.0,1.411772611208171,22329000.0,1.433339966491851,2.069460180470615
2008,Hungary,70953,14.843723849372385,1.25,232.0,33.0,40.4,96.7007633587786,4.82287,12.11,618.54,4.3,102.21,10023.51,,2881000.0,1.58348906232824,24627000.0,1.398022207588728,2.1194846943506644
2009,Hungary,66540,13.923414940364093,1.28,253.0,14.0,53.0,77.4822246455834,4.594595,11.96,645.37,4.6,91.65,10008.579,,3639000.0,1.388878287088279,17375000.0,1.2946129200506669,2.1705773547062286
2010,Hungary,46339,10.11768558951965,1.37,258.7,47.0,43.7,84.3342440801457,3.509561,10.98,886.22,4.5,79.18,9986.825,,6802000.0,1.6290264638965393,21300000.0,1.5222549383951287,2.216541740712361
2011,Hungary,56373,12.313892529488859,1.02,292.0,58.0,54.0,93.2882821387941,4.003094,11.51,437.75,4.9,87.58,9953.245,,5706000.0,2.359801488833747,18899000.0,1.5159463535149356,2.263480206698206
2012,Hungary,37548,8.200043677658877,1.08,323.0,67.0,62.0,99.6154196042756,3.178907,11.91,529.31,5.1,79.11,9922.127,,5329486.0,2.3190321262615035,15176042.0,1.5402808304989375,2.297885443095286
2013,Hungary,46866,10.41929746554024,0.92,329.0,68.0,64.0,113.558619091752,3.570938,11.8,620.79,4.8,88.31,9894.639,,5067733.0,2.273073381347885,23352221.0,1.509475079062146,2.328105434055189
2014,Hungary,52860,11.738840772818122,0.95,343.0,70.0,68.0,112.708236927348,3.938081,12.65,748.03,4.7,100.22,9867.901,,5171581.0,2.2730495659011423,23939239.0,1.7475439255916818,2.358766516024189
2015,Hungary,69143,15.354874528092383,1.05,339.0,67.0,62.5,114.147548566142,3.789564,12.41,584.52,4.9,95.39,9844.246,,4977237.0,2.2249845326905606,22863366.0,1.5032642858448462,2.38983036166552
2016,Hungary,59736,13.277617248277394,0.99,352.0,70.0,68.6,138.173027989822,4.174346,11.8,748.76,5.0,104.39,9815.104,,5824547.0,1.7859296433106138,25440644.0,1.6255779233703818,2.422152227176923
2017,Hungary,63698,14.15825739053123,1.04,392.0,80.0,80.0,152.378672218367,3.734843,11.86,621.68,5.0,98.88,9788.941,,5203513.0,1.3349789523590598,27403759.0,1.7993386827206943,2.455679486650846
2018,Hungary,73115,16.258616855681566,0.92,412.0,80.0,75.7,150.858926919519,3.729476,12.72,602.08,4.8,100.79,9776.358,,6041546.0,1.6909205966078849,28607036.0,1.7731702393147677,2.490488996806309
2019,Hungary,65087,14.502450980392156,0.85,408.9,90.0,71.5,145.985638174658,3.487915,12.83,626.25,4.7,99.38,9771.796,,12289778.0,1.3909347669236756,26332119.0,1.7096816878219232,2.5266177548612
2020,Hungary,53195,12.756594724220623,0.98,436.9,96.0,82.6,163.047607178465,3.359964,12.25,643.65,4.8,96.11,9750.573,,13320084.0,1.4246929388941072,31993435.0,1.7346952219943763,2.5641045872789903
2021,Hungary,59279,,,,,,,3.07826,11.57,556.95,4.4,92.12,9709.786,,19377268.0,1.416847892291509,39882306.0,1.6113091687563723,2.602986050689573
1961,Iceland,1037,8.641666666666667,,9.0,2.8,4.3,103.491666666667,,1.61,1229.54,,74.65,179.022,514.75,,,,,4.20926243567753
1962,Iceland,1037,8.641666666666667,,9.5,2.9,4.7,131.833333333333,,1.06,1022.1,,78.78,182.415,539.916666666667,,,,,4.346804401264193
1963,Iceland,829,6.908333333333333,,10.0,3.2,5.1,143.258333333333,,1.08,970.17,,77.02,185.766,598.916666666667,,,,,4.4889262437700905
1964,Iceland,1037,8.641666666666667,,10.0,3.2,5.7,152.583333333333,,1.95,1050.57,,75.98,189.095,611.666666666667,,,,,4.6358981991367765
1965,Iceland,1244,10.366666666666667,,10.2,3.3,5.7,159.9,,0.82,808.0,,80.67,192.309,661.666666666667,,,,,4.7871565706719625
1966,Iceland,1306,10.883333333333333,,10.5,3.5,5.7,160.816666666667,,0.28,941.83,,76.82,195.53,720.0,,,,,4.94372980552338
1967,Iceland,1306,10.883333333333333,,11.4,4.2,5.9,179.133333333333,,0.3,1058.47,,81.4,198.726,778.333333333333,,,,,5.105248507716575
1968,Iceland,1306,10.883333333333333,,12.0,5.1,6.7,198.416666666667,,0.41,997.66,,75.82,201.471,820.0,,,,,5.272390286809286
1969,Iceland,1306,10.883333333333333,,11.7,4.8,6.1,188.433333333333,,0.09,1103.96,,76.07,203.337,821.666666666667,,,,,5.444607530312699
1970,Iceland,1306,10.793388429752065,,12.1,4.8,6.5,192.95867768595,13.900268,0.48,1109.21,,74.23,204.468,816.694214876033,,,,,5.622586497343527
1971,Iceland,1671,13.69672131147541,,13.3,5.6,7.3,214.524590163934,13.888543,0.78,1148.19,,74.19,206.171,836.065573770492,,,,,5.788212541383944
1972,Iceland,1286,10.455284552845528,,13.7,5.5,7.2,214.512195121951,13.98644,2.06,1332.61,,79.62,209.191,853.658536585366,,,,,5.959126168534112
1973,Iceland,1203,9.701612903225806,,14.1,6.4,7.6,227.016129032258,13.825821,0.57,1174.49,,82.28,212.374,870.967741935484,,,,,6.134466458815247
1974,Iceland,1244,9.952,,13.6,5.0,7.3,206.856,13.853367,1.85,1274.52,,86.72,215.281,888.0,,,,,6.315155422831546
1975,Iceland,1472,11.682539682539682,,14.7,5.6,7.8,223.31746031746,14.280131,0.87,1126.25,,88.42,218.07,904.761904761905,,,,,6.501289945306318
1976,Iceland,1451,11.4251968503937,,14.8,5.9,8.0,225.535433070866,12.587616,1.64,1150.49,,86.8,220.244,921.259842519685,,,,,6.693336592861633
1977,Iceland,1659,12.86046511627907,,15.0,6.0,8.1,225.604651162791,12.516769,1.06,945.42,,87.77,221.887,930.232558139535,,,,,6.890166844160454
1978,Iceland,2098,16.138461538461538,,15.8,6.4,8.5,236.076923076923,13.526958,1.19,1028.5,,93.4,223.641,946.153846153846,,,,,7.093226458694396
1979,Iceland,2426,18.519083969465647,,15.7,6.3,8.8,232.763358778626,12.613099,-0.6,973.15,,93.99,225.853,969.465648854962,,,,,7.302232503488286
1980,Iceland,2455,18.458646616541355,,14.8,6.2,7.8,219.406015037594,13.401501,1.15,922.4,,88.11,228.263,992.481203007519,,,,,7.5178744682439
1981,Iceland,2401,18.05263157894737,,15.2,6.6,8.3,226.390977443609,13.099558,-0.01,1034.68,,88.4,230.882,1015.03759398496,,,,,7.720426448905523
1982,Iceland,2322,17.328358208955223,,14.7,6.9,9.0,228.358208955224,11.782162,0.75,1119.04,,87.86,233.995,1029.85074626866,,,,,7.928615172624971
1983,Iceland,2057,15.350746268656716,,14.8,6.4,8.2,219.94776119403,10.485294,0.21,1232.88,,86.08,237.131,1044.77611940299,,,,,8.142707728065078
1984,Iceland,2737,20.425373134328357,,13.5,5.6,7.5,198.813432835821,10.228285,1.46,1157.07,,86.67,239.677,1044.77611940299,,,,,8.36281659217439
1985,Iceland,2853,21.291044776119403,,12.9,5.3,7.0,188.089552238806,11.021576,0.87,928.8,,88.41,241.577,985.074626865672,,,,,8.588109223686299
1986,Iceland,2928,21.68888888888889,,12.8,5.4,6.8,184.688888888889,11.664426,0.9,1100.96,,89.55,243.357,977.777777777778,,,,,8.819588457519492
1987,Iceland,2903,21.503703703703703,,11.4,5.4,6.5,172.866666666667,11.983619,2.08,982.81,,85.19,246.032,962.962962962963,,,,,9.057645334636051
1988,Iceland,2695,19.962962962962962,,11.5,4.6,5.9,164.014814814815,12.246603,0.63,1080.18,,75.24,249.917,888.888888888889,,,,,9.302615295767676
1989,Iceland,2903,21.503703703703703,,12.1,5.0,5.3,165.422222222222,11.881143,0.8,1269.36,,71.22,253.042,844.444444444444,,,,,9.553265323187558
1990,Iceland,2646,19.455882352941178,0.03,12.5,4.8,5.9,170.316176470588,11.999638,1.17,1169.85,,72.0,255.019,843.161764705882,,,,,9.811029629943622
1991,Iceland,4404,32.38235294117647,0.02,12.0,4.5,6.3,168.514705882353,10.867433,1.98,1263.02,10.2,73.09,257.991,819.632352941177,,,,,10.028424657534249
